company,location_hq,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in_mil,year,latitude,longitude,mapped_industry,profit_margins,pe_ratio
Zomato,Gurugram,India,Asia,100,2022-11-19,4.0,2500,2400,Food,Series J,914.0,2022,28.4601,77.02635,Consumer,0.17082623261628355,113.24898568126481
Carvana,Phoenix,USA,North America,1500,2022-11-18,8.0,18750,17250,Transportation,Post-IPO,1600.0,2022,33.44838,-112.07404,Other,0.31267793340442784,149.10145341991296
Nuro,San Francisco Bay Area,USA,North America,300,2022-11-18,20.0,1500,1200,Transportation,Series D,2100.0,2022,37.38605,-122.08385,Other,0.31267793340442784,149.10145341991296
Synthego,San Francisco Bay Area,USA,North America,105,2022-11-18,20.0,525,420,Healthcare,Series E,459.0,2022,37.48522,-122.23635,Healthcare,0.5421634367891365,286.19442704934613
Roku,San Francisco Bay Area,USA,North America,200,2022-11-17,7.0,2857,2657,Media,Post-IPO,208.0,2022,37.33939,-121.89496,Other,0.31267793340442784,149.10145341991296
Capitolis,New York City,USA,North America,37,2022-11-17,25.0,148,111,Finance,Series D,281.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Koho,Toronto,Canada,North America,15,2022-11-17,4.0,375,360,Finance,Series D,278.0,2022,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
&Open,Dublin,Ireland,Europe,9,2022-11-17,9.0,100,91,Marketing,Series A,35.0,2022,53.33306,-6.24889,Retail,0.04584106071309091,193.58928577969698
Amazon,Seattle,USA,North America,10000,2022-11-16,3.0,333333,323333,Retail,Post-IPO,108.0,2022,47.60621,-122.33207,Consumer,0.17082623261628355,113.24898568126481
Cisco,San Francisco Bay Area,USA,North America,4100,2022-11-16,5.0,82000,77900,Infrastructure,Post-IPO,2.0,2022,37.33939,-121.89496,Other,0.31267793340442784,149.10145341991296
Twiga,Nairobi,Kenya,Africa,211,2022-11-16,21.0,1005,794,Food,Series C,157.0,2022,-1.28333,36.81667,Consumer,0.17082623261628355,113.24898568126481
Salsify,Boston,USA,North America,90,2022-11-16,11.0,818,728,Retail,Series F,452.0,2022,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
Pear Therapeutics,Boston,USA,North America,59,2022-11-16,22.0,268,209,Healthcare,Post-IPO,409.0,2022,42.35843,-71.05977,Healthcare,0.5421634367891365,286.19442704934613
UiPath,New York City,USA,North America,241,2022-11-15,6.0,4017,3776,Data,Post-IPO,2000.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
OwnBackup,New York City,USA,North America,170,2022-11-15,17.0,1000,830,Security,Series E,507.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Deliveroo Australia,Melbourne,Australia,Australia,120,2022-11-15,100.0,120,0,Food,Post-IPO,1700.0,2022,-37.814,144.96332,Consumer,0.17082623261628355,113.24898568126481
CaptivateIQ,San Francisco Bay Area,USA,North America,31,2022-11-15,10.0,310,279,Sales,Series C,164.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Illumina,San Diego,USA,North America,500,2022-11-14,5.0,10000,9500,Healthcare,Post-IPO,28.0,2022,32.71571,-117.16472,Healthcare,0.5421634367891365,286.19442704934613
iFit,Logan,USA,North America,300,2022-11-14,20.0,1500,1200,Fitness,Private Equity …,200.0,2022,41.73549,-111.83439,Other,0.31267793340442784,149.10145341991296
Ribbon,New York City,USA,North America,170,2022-11-14,85.0,200,30,Real Estate,Series C,405.0,2022,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Pipedrive,Tallinn,Estonia,Europe,143,2022-11-14,15.0,953,810,Sales,Private Equity …,90.0,2022,59.43696,24.75353,Other,0.31267793340442784,149.10145341991296
Intercom,San Francisco Bay Area,USA,North America,124,2022-11-14,13.0,954,830,Support,Series D,240.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Pear Therapeutics,Boston,USA,North America,59,2022-11-14,22.0,268,209,Healthcare,Post-IPO,409.0,2022,42.35843,-71.05977,Healthcare,0.5421634367891365,286.19442704934613
Veev,San Francisco Bay Area,USA,North America,100,2022-11-11,30.0,333,233,Real Estate,Series D,597.0,2022,37.66882,-122.0808,Real Estate,0.30273994137013177,187.5233707675104
Forto,Berlin,Germany,Europe,60,2022-11-11,8.0,750,690,Logistics,Series D,593.0,2022,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
GoTo Group,Jakarta,Indonesia,Asia,1300,2022-11-10,12.0,10833,9533,Transportation,Post-IPO,1300.0,2022,-6.21462,106.84513,Other,0.31267793340442784,149.10145341991296
Blend,San Francisco Bay Area,USA,North America,100,2022-11-10,6.0,1667,1567,Finance,Post-IPO,665.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
InfluxData,San Francisco Bay Area,USA,North America,65,2022-11-10,27.0,241,176,Data,Series D,119.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Ocavu,Lehi,USA,North America,20,2022-11-10,48.0,42,22,Crypto,Series A,11.0,2022,26.62535,-81.6248,Other,0.31267793340442784,149.10145341991296
Meta,San Francisco Bay Area,USA,North America,11000,2022-11-09,13.0,84615,73615,Consumer,Post-IPO,26000.0,2022,37.45383,-122.18219,Consumer,0.17082623261628355,113.24898568126481
Redfin,Seattle,USA,North America,862,2022-11-09,13.0,6631,5769,Real Estate,Post-IPO,320.0,2022,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
Flyhomes,Seattle,USA,North America,300,2022-11-09,40.0,750,450,Real Estate,Series C,310.0,2022,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
AvantStay,Los Angeles,USA,North America,144,2022-11-09,22.0,655,511,Travel,Private Equity …,686.0,2022,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Root Insurance,Columbus,USA,North America,137,2022-11-09,20.0,685,548,Finance,Post-IPO,527.0,2022,39.96118,-82.99879,Other,0.31267793340442784,149.10145341991296
Liftoff,San Francisco Bay Area,USA,North America,130,2022-11-09,15.0,867,737,Marketing,Acquired,6.0,2022,37.48522,-122.23635,Retail,0.04584106071309091,193.58928577969698
Plum,Bengaluru,India,Asia,36,2022-11-09,10.0,360,324,Healthcare,Series A,20.0,2022,12.97194,77.59369,Healthcare,0.5421634367891365,286.19442704934613
Kabam,San Francisco Bay Area,USA,North America,35,2022-11-09,7.0,500,465,Consumer,Acquired,244.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Namogoo,Tel Aviv,Israel,Asia,25,2022-11-09,15.0,167,142,Marketing,Series C,69.0,2022,32.08088,34.78057,Retail,0.04584106071309091,193.58928577969698
Repertoire Immu…,Boston,USA,North America,65,2022-11-08,50.0,130,65,Healthcare,Series B,257.0,2022,42.35843,-71.05977,Healthcare,0.5421634367891365,286.19442704934613
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,2022-11-07,1.0,100000,99000,Sales,Post-IPO,65.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Unacademy,Bengaluru,India,Asia,350,2022-11-07,10.0,3500,3150,Education,Series H,838.0,2022,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Zendesk,San Francisco Bay Area,USA,North America,350,2022-11-07,5.0,7000,6650,Support,Acquired,85.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Dock,Sao Paulo,Brazil,South America,190,2022-11-07,12.0,1583,1393,Finance,Private Equity …,280.0,2022,-23.5475,-46.63611,Other,0.31267793340442784,149.10145341991296
Varonis,New York City,USA,North America,110,2022-11-06,5.0,2200,2090,Security,Post-IPO,30.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Twitter,San Francisco Bay Area,USA,North America,3700,2022-11-04,50.0,7400,3700,Consumer,Post-IPO,12900.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Stripe,San Francisco Bay Area,USA,North America,1000,2022-11-03,14.0,7143,6143,Finance,Series H,2300.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Lyft,San Francisco Bay Area,USA,North America,700,2022-11-03,13.0,5385,4685,Transportation,Post-IPO,4900.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Pleo,Copenhagen,Denmark,Europe,150,2022-11-03,15.0,1000,850,Finance,Series C,428.0,2022,55.67594,12.56553,Other,0.31267793340442784,149.10145341991296
Delivery Hero,Berlin,Germany,Europe,100,2022-11-03,2.5,4000,3900,Food,Post-IPO,8300.0,2022,52.52437,13.41053,Consumer,0.17082623261628355,113.24898568126481
Shippo,San Francisco Bay Area,USA,North America,60,2022-11-03,20.0,300,240,Logistics,Series E,154.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Opendoor,San Francisco Bay Area,USA,North America,550,2022-11-02,18.0,3056,2506,Real Estate,Post-IPO,1900.0,2022,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
Chime,San Francisco Bay Area,USA,North America,156,2022-11-02,12.0,1300,1144,Finance,Series G,2300.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Chargebee,San Francisco Bay Area,USA,North America,142,2022-11-02,10.0,1420,1278,Finance,Series H,468.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Dapper Labs,Vancouver,Canada,North America,134,2022-11-02,22.0,609,475,Crypto,Series D,607.0,2022,49.24966,-123.11934,Other,0.31267793340442784,149.10145341991296
Checkmarx,Tel Aviv,Israel,Asia,100,2022-11-02,10.0,1000,900,Security,Series C,92.0,2022,32.08088,34.78057,Other,0.31267793340442784,149.10145341991296
Iron Ox,San Francisco Bay Area,USA,North America,50,2022-11-02,50.0,100,50,Food,Series C,103.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Upstart,San Francisco Bay Area,USA,North America,140,2022-11-01,7.0,2000,1860,Finance,Post-IPO,144.0,2022,37.56299,-122.32553,Other,0.31267793340442784,149.10145341991296
Gem,San Francisco Bay Area,USA,North America,100,2022-11-01,33.0,303,203,Recruiting,Series C,148.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Hootsuite,Vancouver,Canada,North America,50,2022-11-01,5.0,1000,950,Marketing,Series C,300.0,2022,49.24966,-123.11934,Retail,0.04584106071309091,193.58928577969698
Kry,Stockholm,Sweden,Europe,300,2022-10-31,10.0,3000,2700,Healthcare,Series D,568.0,2022,59.32938,18.06871,Healthcare,0.5421634367891365,286.19442704934613
EquityZen,New York City,USA,North America,30,2022-10-31,27.0,111,81,Finance,Series B,11.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Equitybee,San Francisco Bay Area,USA,North America,25,2022-10-31,20.0,125,100,Finance,Series B,85.0,2022,37.44188,-122.14302,Other,0.31267793340442784,149.10145341991296
Amazon,Seattle,USA,North America,150,2022-10-28,0.04497975910840122,333483,333333,Retail,Post-IPO,108.0,2022,47.60621,-122.33207,Consumer,0.17082623261628355,113.24898568126481
Fifth Season,Pittsburgh,USA,North America,100,2022-10-28,100.0,100,0,Food,Series B,35.0,2022,40.44062,-79.99589,Consumer,0.17082623261628355,113.24898568126481
RenoRun,Montreal,Canada,North America,210,2022-10-27,43.0,488,278,Construction,Series B,163.0,2022,45.50884,-73.58781,Other,0.31267793340442784,149.10145341991296
Recharge,Los Angeles,USA,North America,84,2022-10-27,17.0,494,410,Finance,Series B,277.0,2022,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
MindBody,San Luis Obispo,USA,North America,400,2022-10-26,15.0,2667,2267,Fitness,Post-IPO,114.0,2022,35.28275,-120.65962,Other,0.31267793340442784,149.10145341991296
Zillow,Seattle,USA,North America,300,2022-10-26,5.0,6000,5700,Real Estate,Post-IPO,97.0,2022,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
Cybereason,Boston,USA,North America,200,2022-10-26,17.0,1176,976,Security,Series F,750.0,2022,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Fundbox,San Francisco Bay Area,USA,North America,150,2022-10-25,42.0,357,207,Finance,Series D,553.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Embroker,San Francisco Bay Area,USA,North America,30,2022-10-25,12.0,250,220,Finance,Series C,142.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Vee,Tel Aviv,Israel,Asia,17,2022-10-25,50.0,34,17,HR,Seed,15.0,2022,32.08088,34.78057,HR,0.06034258863211765,164.1777929426829
Cerebral,Walnut,USA,North America,400,2022-10-24,20.0,2000,1600,Healthcare,Series C,462.0,2022,34.02029,-117.86534,Healthcare,0.5421634367891365,286.19442704934613
Snyk,Boston,USA,North America,198,2022-10-24,14.0,1414,1216,Security,Series F,849.0,2022,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Khoros,Austin,USA,North America,120,2022-10-21,10.0,1200,1080,Sales,Private Equity …,138.0,2022,30.26715,-97.74306,Other,0.31267793340442784,149.10145341991296
Synapsica,New Delhi,India,Asia,30,2022-10-21,30.0,100,70,Healthcare,Series A,4.0,2022,28.65195,77.23149,Healthcare,0.5421634367891365,286.19442704934613
Hotmart,Belo Horizonte,Brazil,South America,227,2022-10-20,12.0,1892,1665,Marketing,Series C,127.0,2022,-19.92083,-43.93778,Retail,0.04584106071309091,193.58928577969698
Zeus Living,San Francisco Bay Area,USA,North America,64,2022-10-20,46.0,139,75,Real Estate,Series C,151.0,2022,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
Loom,San Francisco Bay Area,USA,North America,23,2022-10-20,11.0,209,186,Product,Series C,203.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Gopuff,Philadelphia,USA,North America,250,2022-10-19,1.851851851851852,13500,13250,Food,Series H,3400.0,2022,39.95238,-75.16362,Consumer,0.17082623261628355,113.24898568126481
AtoB,San Francisco Bay Area,USA,North America,32,2022-10-19,30.0,107,75,Finance,Series B,177.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
InfoSum,London,United Kingdom,Europe,20,2022-10-19,12.0,167,147,Security,Series B,88.0,2022,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Faire,San Francisco Bay Area,USA,North America,84,2022-10-18,7.0,1200,1116,Retail,Series G,1700.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Leafly,Seattle,USA,North America,56,2022-10-18,21.0,267,211,Retail,Post-IPO,71.0,2022,47.60621,-122.33207,Consumer,0.17082623261628355,113.24898568126481
Beyond Meat,Los Angeles,USA,North America,200,2022-10-14,19.0,1053,853,Food,Post-IPO,122.0,2022,34.05223,-118.24368,Consumer,0.17082623261628355,113.24898568126481
Beyond Meat,Los Angeles,USA,North America,200,2022-10-14,19.0,1053,853,Food,Post-IPO,122.0,2022,34.05223,-118.24368,Consumer,0.17082623261628355,113.24898568126481
Playdots,New York City,USA,North America,65,2022-10-13,100.0,65,0,Consumer,Acquired,10.0,2022,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
Byju's,Bengaluru,India,Asia,2500,2022-10-12,5.0,50000,47500,Education,Private Equity …,5500.0,2022,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
6sense,San Francisco Bay Area,USA,North America,150,2022-10-12,10.0,1500,1350,Sales,Series E,426.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
FrontRow,Bengaluru,India,Asia,130,2022-10-12,75.0,173,43,Education,Series A,17.0,2022,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Noom,New York City,USA,North America,500,2022-10-11,10.0,5000,4500,Healthcare,Series F,657.0,2022,40.71427,-74.00597,Healthcare,0.5421634367891365,286.19442704934613
Brex,San Francisco Bay Area,USA,North America,136,2022-10-11,11.0,1236,1100,Finance,Series D,1500.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Pacaso,San Francisco Bay Area,USA,North America,100,2022-10-11,30.0,333,233,Real Estate,Series C,217.0,2022,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
Linkfire,Copenhagen,Denmark,Europe,35,2022-10-11,35.0,100,65,Marketing,Seed,2.0,2022,55.67594,12.56553,Retail,0.04584106071309091,193.58928577969698
Momentive,San Francisco Bay Area,USA,North America,180,2022-10-10,11.0,1636,1456,Marketing,Post-IPO,1100.0,2022,37.56299,-122.32553,Retail,0.04584106071309091,193.58928577969698
Pavilion Data,San Francisco Bay Area,USA,North America,96,2022-10-10,96.0,100,4,Infrastructure,Series D,103.0,2022,37.33939,-121.89496,Other,0.31267793340442784,149.10145341991296
Redesign Health,New York City,USA,North America,67,2022-10-10,20.0,335,268,Healthcare,Series C,315.0,2022,40.71427,-74.00597,Healthcare,0.5421634367891365,286.19442704934613
BioMarin,San Francisco Bay Area,USA,North America,120,2022-10-07,4.0,3000,2880,Healthcare,Post-IPO,585.0,2022,37.97353,-122.53109,Healthcare,0.5421634367891365,286.19442704934613
Peloton,New York City,USA,North America,500,2022-10-06,12.0,4167,3667,Fitness,Post-IPO,1900.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Impossible Foods,San Francisco Bay Area,USA,North America,50,2022-10-06,6.0,833,783,Food,Series H,1900.0,2022,37.48522,-122.23635,Consumer,0.17082623261628355,113.24898568126481
Built In,Chicago,USA,North America,50,2022-10-05,25.0,200,150,Recruiting,Series C,29.0,2022,41.85003,-87.65005,Other,0.31267793340442784,149.10145341991296
8x8,San Francisco Bay Area,USA,North America,200,2022-10-04,9.0,2222,2022,Support,Post-IPO,253.0,2022,37.28717,-121.9499,Other,0.31267793340442784,149.10145341991296
Zoomo,Sydney,Australia,Australia,65,2022-10-04,16.0,406,341,Transportation,Series B,105.0,2022,-33.86785,151.20732,Other,0.31267793340442784,149.10145341991296
Homie,Salt Lake City,USA,North America,40,2022-10-04,13.0,308,268,Real Estate,Series B,35.0,2022,40.76078,-111.89105,Real Estate,0.30273994137013177,187.5233707675104
Spin,San Francisco Bay Area,USA,North America,78,2022-09-30,10.0,780,702,Transportation,Acquired,8.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Mux,San Francisco Bay Area,USA,North America,40,2022-09-29,20.0,200,160,Infrastructure,Series D,173.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
DocuSign,San Francisco Bay Area,USA,North America,671,2022-09-28,9.0,7456,6785,Sales,Post-IPO,536.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Divvy Homes,San Francisco Bay Area,USA,North America,40,2022-09-27,12.0,333,293,Real Estate,Series B,180.0,2022,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
Moss,Berlin,Germany,Europe,70,2022-09-23,15.0,467,397,Finance,Series B,150.0,2022,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Foxtrot,Chicago,USA,North America,26,2022-09-23,4.0,650,624,Food,Series C,166.0,2022,41.85003,-87.65005,Consumer,0.17082623261628355,113.24898568126481
Truiloo,Vancouver,Canada,North America,24,2022-09-23,5.0,480,456,Security,Series D,474.0,2022,49.24966,-123.11934,Other,0.31267793340442784,149.10145341991296
NYDIG,New York City,USA,North America,110,2022-09-22,33.0,333,223,Crypto,Private Equity …,1400.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Compass,New York City,USA,North America,271,2022-09-20,6.691358024691358,4050,3779,Real Estate,Post-IPO,1600.0,2022,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Ada,Toronto,Canada,North America,78,2022-09-20,16.0,488,410,Support,Series C,190.0,2022,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
